Unnamed: 0,Text_Data,Category
58.0,"es) PHILADELPHIA hast INSURANCE COMPANIES A Member of the Tokio Marine Group Que Balu: Plizs, Suite 190, Bale Cynwyd, Pemisylvania 19004 0000810-0001619 SPRES 001 363645 THE RESERVE AT NORTH CREEK C/O PROPVIVO sxe 2018 156TH AVE NE S BELLEVUE WA 98007-3825 PHILADELPHIA INDEMNITY INSURANCE COMPANY 1-877-438-7459 ONE BALA PLAZA, SUITE 100. BALA CYNWYD PA 19004 REINSTATEMENT NOTICE Named Insured & Malling Address: Producer: 0017331 Oo BROPUYO. | NORTH CREEK THE PARTNERS GROUP, LTD. 14225 SE 6TH ST STE 110 2018. 156TH AVE NE BELLEVUE WA 98004-6478 BELLEVUE WA 98007-3825 ae Policy No.: PHPK2272794 | Type-of Policy: PU :HOMEOWNER ASSN. PKG _ You recently received'a notice advising this policy was being cancelled effective 12/06/2021 . This notice is to advise that the policy is being reinstated without lapse in. coverage. Named Insured C/O PROPVIVO 2018 156TH AVE NE page THE RESERVE AT NORTH CREEK FORM! CTS69B97WA51005 12022021 SNNY onéosi0-v002 620 gg PHILADELPHIA baal LNSURANCE COMPANIES A Member of the Tokio Marine Group fue Bada Plaza, Suite 1a, Bala Cyowyd; Peaisyd vasa 19004) 0001636-0003417 ScoM O01 360639 Valea AD EE Ter lel THE RESERVE AT NORTH CREEK C/O PROPVIVO muve 2018 IS6THAVENE Bag BELLEVUE WA 98007-3825 PHILADELPHIA INDEMNITY INSURANCE COMPANY 1-877-438-7459 ONE BALA PLAZA, SUITE-100 BALA CYNWYD PA 19004 NOTICE OF CANCELLATION OF INSURANCE Named Insured & Mailing Address: Producer: 0017331 THE RESERVE AT NORTH GREEK _ THE PARTNERS GROUP. LTO. HE viv 41225-SE 6TH ST STE 110 2018 156TH AVE NE BELLEVUE WA 98004-6478 BELLEVUE WA 98007-3825 | Policy No... PHPK2272794 | Type of Policy: PU :HOMEOWNER ASSN. PKG | ; | | ; Date of Cancellation: 12/06/2021; 12:01 A.M. Local Time. at the mailing address of the Named Insured. We are-cancelling this policy. Your insurance will cease.on the Date of Cancellation shown above. The:reason for cancellation. is NONPAYMENT OF PREMIUM 694.00. This policy provides fire. arid extended coverage on your property. You should contact your agent concerning coverage through another insurer or your possible eligibility for coverage through the Washington FAIR Plan. You can contact the Washington FAIR Plan by calling (425).745-9808 or by writing to 2122 164th Street S.W., Suite 202, Lynnwood, WA 98087. . . If you have questions or concerns. about the actions of your insurance company or agent, or would like information on your rights to file an appeal, contact the Washington state Office ofthe Insurance Comimissiones'’s consumer protection hotline at 1-800-562-6900 or visit www.insurance.wa.gov. The insurance commissioner protects and educates insurance consumers, advances the public interest, and provides fair and: efficient regulation of the insurance industry. | Excess premium, if not tendered, will be refunded on demand. oman oo Date Mailed: 220 Named.Insured = THE RESERVE AT NORTH CREEK ae C/O PROPVIVO : : , 2018 156TH AVENE BELLEVUE WA ‘98007-3825 JOAN HILLMAN WACC36NONPMNT FORM# CC96970512WA52020 11 oOo ace v eb ODEN 3.0.21.10a Copy for Named insured 4 0001636-0003418",notice
59.0,"Scan NOW to. ensure - compliance with 2022 labor law posting requirements As an employer in Beflevue,. Washington, Propvivo must ensure compliance: with revised 2022 labor law posting requirements and. replace any outdated notices. The most recent: federal revisions include the following activity: increased penalties for violating OSHA and EPPA posting requirements {effective 1/2021), and two revised: 2022 IRS notices. in addition to recent federal posting updates, state agencies are constantly updating their mandatory state postings, including a recent change ta the mandatory Washington.Minimum Wage notice. (Effective 4/1/2022). Our firm is anon- -government publisher of copyrighted compilance poster compilations that are:intended'to help employers meet their legal obligations under labor law posting regulations, To ensure your compliance with all current Washington AND federal labor law posting requirements, including any recent changes to your Workers’ Compensation, Discrimination, Unemployment, and Wage & Hour notices, arder the 2022 Space. Saver-1™ All-On-One State and Federal Labor Law Poster Jisted on the back of this notice: This reversibie poster (can be posted. horizontally or verticatly) will save. up to 40% of the wall space needed to.post full-size government posters, Included is a.$35, 000 “We Pay the Fine” Reimbursement Guarantee that transfers the Durden of Posting compliance and potential fines to our firrn.when you post our’ exclusive Library of Cang¥éss-registered poster: With your order, you algo.recelve our automatic update. notification service. This ensures you-do not-have to replace your entire poster as posters change; when notified, simply. order an update panel that is designed to fit over any out-of-date poster on your Space Saver-7.. Gur poster and update service is the least expensive posting solution available or your money back ~ GUARANTEED, _ Order now arid see why over 1,200, O80: businesses and government-éntities have chosen ‘Personne! Concepts as their means of compliance with. thesé complex posting laws. Order your 2022 Space Saver-1 today! ALERT: You Must Post Revised Washington & Federal Labor Law Notices Washinaton Notices Included: - Federal Notices included: if any of these notices are. not posted/current or-are If any of thege. notices are not posted/current or are ‘ damaged/defaced, then order your 2022 SS1 below. damaged/detaced, then order your 2022 SSi belaw. WA Mininum Wage (Eifective 1/1/2022} Equal. Employmant Opportunity Is the Law Notice Company Information {Please correct out-of-date information. Use enclosed envelope) Company: | Propviva WA Pald Family and Medical Leave RNCREASED PEWALTIES EFFECTIVE 4/2019) Se Nine | Ta! 7 oe IRS Notice 797 (UPDATED 12/2028) ‘Dwiner/Maniages: | Nancy Acams WA Unemployment Insurance Benefits IRS Notiog of Withhokiing/Eamed tncoina Credit (UPDATED ¢2/2020) Address: | 2018 156th Ave. NE, Bidg: F WA Domestic Vidlence Fedaral Minimum Wage (REVISED 7/2816} manta Tn. Wya-aa rir? 40! WA Your Rights As A Worker USERRA Rights and Banofits Notica (UPDATED 4/2017} City, State, Zip: Bellevue, WA 98007-3825 halite Enidloyee Polygragh Protection Notion WA Job Safety and Heaith Protection WA Discrimination In Employment WA Notice To Employees Self Insured Workers"" Compensation Notice | WA Seattle Sick ard Sate Time Leave Phone: | ( } -- (please fll! in} Description: | General Compliance For; | State of Washington (INDREASED PENALTIES. EFFECTIVE 142021} Family and Medical Leave Act -- tor employers at SO or mors empsayaes (REVISED 4/2018) USCS. Discrimination Hotlee Empfoyee ""Right to Know"" Notice (REVISED 1/2018) Emergency Numbers Failure to.comply with nesting regulations can lead to fines up to $35,316 (29 USC Sec. 6664) & (29. USC Séc. 2005). Return this fore in the encioned jerwnlone to, o bring your business Into isc Pees eels Se an mo : irae Breet - “Call tor information an Spanist Posters qg Check Enctésed Gheck #: Check Amount:.$ Span Subtotal . Shi pHing &. Processing C) su My Company Ovisa UOlac Qlamex O.oscover Mo. Vr (call for pricing on orders over $100 usinesses . Account Add Your:Locat Sales Tax. Na, TOTAL: Signature: . . ‘Phones____. . Fax: Name. Email Add ress: Personnel Concepts P.0. 80x 3353, San Dimas, CA.91779-7353 » (800) 333-3795.¢ Fax (800) 760-1180 « www.personnelconcepts.com. Bee eI a \ Ie Bs eck eK batts",notice
60.0,"MIpDLEOAK)( & : sidictown Connaaticit 06457 Bill / Policy Information >0000eC9 377038? OO01 92843 102Z First Church Townhome Association 2018 156TH AVE NE c/o Propvivo BELLEVUE, WA 98007-3825 ee-LE-Ehteb 2000/T000 STTO00 FS0000 2PEDZcE b2000 eet he w qeee ” © cccpecmes fate eater let MIDDLEOAK | BILLING NOTICE First Church Townhome Association 2018 156TH Ave NE c/o Propvivo Bellevue, WA 98007-3825 STATEMENT AS OF: 09/08/2021 AGENCY NAME AGENCY CODE PHONE NUMBER THE PARTNERS GROUP, LLC 03751 (425)455-5640 POLICY NUMBER: WA0200222056 STATEMENT ACTIVITY Date Description Amount 09/08/2021 Prior Inv Balance $10.00 09/08/2021 Premium $1,138.68 09/08/2021 Installment Fee $5.00 Minimum Due $1,153.68 If you pay the policy balance, no installment fee is due. Questions concerning your policy or coverages can be directed to your agent at the number above. For all Billing Inquiries, please call 1-800-662-6243 PAYMENT POLICY POLICY MINIMUM DUE DATE NUMBER BALANCE DUE 09/28/2021 WA0200222056 $6,832.00 $1,153.68 Please make check payable to COUNTRY Casualty Insurance Company®. Please write your policy number on your check. REMIT TO: COUNTRY Casualty Insurance Company PO Box 981035 Boston, MA 02298-1035 Bill (00-10/19) 107 0000000000200222056 0 000115368 000683700 092821 2 fo00/2000 2zTTO00 LSOOO0 2#EO2c2E beo000 Monthly Installment Schedule Due Date. installment Fee Total 09/28/2021 $1,138.68 $5.00. $1,143.68 10/28/2021 $569.34 $5.00 $574.34 11/29/2021 $569.34 $5.00 $574.34 12/28/2021 $569.33 $5.00 $574.33 01/31/2022 $569.33 $5.00 $574.33 02/28/2022 $569.33 $5.00. $574.33 03/28/2022. $569.33 $5.00. $574.33 04/28/2022 $569.33 $5.00 $574.33 05/31/2022 $569.33 $5.00 $574.33 06/28/2022 $569.33 $5.00 $574.33 07/28/2022 $569.33 $5.00 $574.33 TOTAL $6,832.00 $55.00 $6,887.00 Installments are subject to change if you change your policy or if your payment is not received at the company by the due date. If your payment is returned as insufficient, we may charge an insufficient funds fee up to $20.00. COUNTRY CASUALTY INSURANCE COMPANY. MiddleOak policies are issued by COUNTRY Casualty Insurance Company, which provides you access to the resources of a fortune 1000 company that:is financially rated A+ (superior) by. A.M. Best company. | In addition, you receive: e Industry-leading claim service available 24 hours a day; 365 days a year. e Flexible payment options to meet your needs for payment frequency TN ee ee tenes * No Installment fee will be charged for accounts on EFT. MipbieOaK)(C indltown, Connecticut 06457 Bill / Policy Information >0000e28 377903? OOO1L 42843 10Z First Church Townhome Association 2018 156TH AVE NE wa c/o Propvivo i BELLEVUE, WA 98007-3825 rae 2000/T000 TITOOO ISOO00 c2eObécE Peooo eee eey eee Mee Re Ae * + Pea eet ee 2 NaS eam Te oes LoL eT ee Neve the sehen oe —” ” VU Least el VUULUUY FUUEee UOUSSSE Ut lg | \ NOTICE OF PAYMENT RECEIVED \ OAK | MIDDLEOAK | AS OF 09/09/2021 First Church Townhome Association 2018 156TH Ave NE c/o Propvivo ; Bellevue, WA 98007-3825 STATEMENT AS OF: 09/09/2021 AGENCY NAME AGENCY CODE PHONE NUMBER THE PARTNERS GROUP, LLC 03751 (425)455-5640 POLICY NUMBER: WA0200222056 STATEMENT ACTIVITY Date Description Amount 09/15/2020 Payment Received $6,415.00 The amount previously overdue has been received. The policy remains in effect with no lapse in coverage. For Billing Inquiries, please call 800-662-6243 Insured Copy Resc (00-10/19) 2000/2000 ETTOOO 450000 c&ObecEe ge000 “eae ne = tee, ee A men 2 epee vee = Nee ee Pe ee . ne ee ” —e ume oe tae oe ”~",notice
61.0,"GREENWICH INSURANCE COMPANY 401 CRAWFORDS CORNER ROAD SUITE 1300 . HOLMDEL NJ.07733 NOTICE OF POLICY CONDITIONAL RENEWAL ‘Named Insured & Malting Address: VUECREST COMMUNITY ASSOCIATION POBOX312 BELLEVUE WA 88009 ——«. pron! ee ———————— OO ae fa er re 2 ee er ree Policy No.: PPP7470529 a Type. of Policy: UMBRELLA LIABILITY OCCURRENCE | — . Date of Expiration: 11/19/2021; 12:01 A.M. Eastern Time at:the mailing address of the Named Insured. Producer: 1 CAU - ; 2 CAUFIELD PLAGE NEWTOWN PA 18940 9 a 9 aoe ———— wee et rr eee — no — This:notice is to advise that we are agreeable to: renewing this policy subject ‘to the following: Your conditional renewal premium is $1352.00 (not including taxes or fees). This is not an invoice, please contact your broker:for renewal instructions. Binding is subject to underwriting approval. Only Preferred Property Program® can bind coverage. Please. send all documentation.and premium payment directly fo your insurance agent. THIS IS NOT AN _ INVOICE -PLEASE WAIT FOR YOUR INVOICE TO BE FORWARDED DIRECTLY FROM YOUR INSURANCE AGENT/BROKER The renewal premium is::$1352.00 (not including taxes or fees) This is not an invoice, please contact your _ broker for renewal instructions. Binding is subject to underwriting approval. Only Preferred Property Program® can bind coverage. Please send all documentation and premium payment directly to-your insurance agent. THIS IS.NOT AN INVOICE -PLEASE WAIT FOR YOUR INVOICE TO BE FORWARDED DIRECTLY FROM YOUR INSURANCE AGENT/BROKER. The premium is due.on or before: 11/19/2021 Named insured VUECREST COMMUNITY ASSOCIATION PO BOX 312 a BELLEVUE WA 88009 FORM# GR971314WA22005 | ODEN 3.0.21 .06a. Copy for Named insured Fre | Date Mailed: — | 2nd day of August, 2021 res. Hs dl ORIZED REPRESENTATIVE AUTH 1 1 } } | | | | WACR24ANY REAS * 48022021 MYNN Page 1 of 1",notice
62.0,"QU0YON0O-EU-S9L£C0-00US80 Washington Secretary of State. Corporations and Charities Division. (g)Secretary of State reso Bas A024 ween Tiles hig — Olympia, WA 98504-0234 (360) 725-0377 09/01/2021 33765 RIDGEWOOD ESTATES HOMEOWNERS ASSOCIATION PROPVIVO ING 2018 156TH AVE NE BELLEVUE WA-98007-3825 ’ ANNUAL REPORT DUE DATE NOTICE Dear Sir/Madam, UBI #: 602 552 300 Entity Name: RIDGEWOOD, ESTATES HOMEOWNERS ASSOCIATION The above fisted entity’s annual report is due on 10/31/2021. To remain in active status, please submit an.annual report by the due date above. Failure to-file the necessary report will.result in delinquent status and may result.in administrative dissolution or termination of your registration. Please.verify the registered agent information is correct, including email address and update as needed. You can file online using the Washington Secretary.of State, Corporations and Charities Filing System (CCES) u using the following website https: //www:sos.wa.gov/corps Sincerely; Washington Secretary of State Corporations and Charities:Division COFPSiVSOS.Wa BOV Note: If your documents were recently submitted, please disregard this notice. [f you have any questions concerning this. matter please: contact our office at the address.or phone number shown above: Washington. Secretary of State Corporations and Charities Division (g)Secretary of State | 801 Cépitl Wes Som + iy Hyena Olympia, WA 98504-0234 | (360) 725-0377 sorps(@sos. Wa. LOV 09/01/2021 igi | | | 21882 hace WESTBROOK-RUN HOMEOWNERS ASSOCIATION _ PROPVIVO INC. 4 2018 156TH AVE NE . BELLEVUE WA 98007-3825 8 8 & moe DELINQUENT ANNUAL REPORT NOTICE Dear Sir/Madam, UBi #: 603 426 389 | Entity. Name: WESTBROOK RUN HOMEOWNERS ASSOCIATION The above listed entity has not filed. its annual report that was due on 08/31/2021. As a result, the above listed entity is no longer in active status. | Failure to file the necessary report by 12/31/2021 will result in administrative dissolution or termination of your registration. Please verify the registered agent information is corréct, including email address and update. as needed. You can file online using the Washington Secretary of State, Corporations: and Charities Filing System (CCFS) using the following website https://www.sos.wa.gov/corps Sincerely, Washington Secretary of State Corporations and Charities Division co rps@sos Wa.gov Note: If your documents were recently submitted, please disregard this notice. If you have any questions concerning this matter please contact.our officeat the address or phone number shown above. = WOOD IHESSELO-90000S80. TF Washington Secretary of State Corporations and Charities Division , 801 Capitol Way South | of & ta te PO Box 40234 nt Til Kip Olympia, WA 98504-0234 (360).725-0377 COTPS((LSOS. Wa. 2O¥ , 2021. 09/01/20; 33853. ROSEDALE TOWNHOMES HOMEOWNERS ASSOCIATION PROPVIVO INC. 2018. 156TH AVE NE BELLEVUE WA 98007-3825 ANNUAL REPORT DUE. DATE NOTICE Dear Sir/Madam, UBI #: 604 046 687 | oe Entity Name: ROSEDALE TOWNHOMES HOMEOWNERS ASSOCIATION The above listed entity’s annual report is due on 10/31/2021. To remain in active status, please submit.an annual report by the-due date above. Failure to file the necessary report will result-in delinquent status‘and may-result in administrative dissolution or termination of your registration. Please verify the registered agent information is correct, including email address and update as needed. You can file online using the Washington Secretary of State, Corporations and Charities Filing System (CCFS) using the following website https://www.sos.wa.gov/corps Sincerely, Washington Secretary of State Corporations and Charities Division corps@sos.wa.gov Note: if your documents-were récently submitted, please disregard this notice. If you have any questions concerning this matter please contact our office at the address or phone number shown above.",notice
63.0,"BILLING ADDRESS Cascade Crest of Lake Stevens Condominium Owners Association C/O PropVivo 2018 156th Avenue NE Bellevue, WA 98007 PAYMENT BILLING NOTICE INSURED ADDRESS Cascade Crest of Lake Stevens Condominium Owners Association C/O PropVivo 2018 156th Avenue NE Bellevue, WA 98007 PRODUCER ADDRESS Community Association Underwriters Of America 40 Lake Bellevue, Suite 100 Bellevue, WA 98005 C14 ACCOUNT # POLICY # INSURANCE COMPANY LINE OF BUSINESS INVOICE DATE 35299 CAU400355-4 AFHIC Commercial Package 9/6/2021 THE INSURED HAS THE OPTION OF PAYING THE YEAR 2 POLICY PREMIUM OF $1,389.00 IN FULL BY 10/19/2021 OR CHOOSING OUR INSTALLMENT PAYMENT PLAN. IF THE INSURED CHOOSES TO BE BILLED IN INSTALLMENTS, A FIRST PAYMENT OF $461.00 IS DUE BY 10/19/2021. THERE WILL BE A SERVICE FEE OF $8.00 CHARGED ON EACH INSTALLMENT. DUE DATE 10/19/2021 12/19/2021 01/19/2022 02/19/2022 03/19/2022 04/19/2022 05/19/2022 06/19/2022 07/19/2022 INSTALLMENT DOWN PAYMENT Sea Sf SN = INSTALLMENT SCHEDULE INSTALLMENT AMOUNT $461.00 $116.00 $116.00 $116.00 $116.00 $116.00 $116.00 $116.00 $116.00 $1,389.00 TOTAL INSTALLMENT $461.00 $124.00 $124.00 $124.00 $124.00 $124.00 $124.00 $124.00 $124.00 INSTALLMENT CHARGE $0.00 $8.00 $8.00 $8.00 $8.00 $8.00 $8.00 $8.00 $8.00 $64.00 $1,453.00 NOTE: THIS INSTALLMENT SCHEDULE IS SUBJECT TO CHANGE IN THE EVENT OF AN ENDORSEMENT OR REVISION TO THE POLICY.IF YOU HAVE SPECIFIC BILLING QUESTIONS YOU MAY CONTACT OUR BILLING DEPARTMENT AT (800) 228-1930. WRITE YOUR POLICY NUMBER ON YOUR CHECK AND MAKE PAYABLE TO COMMUNITY ASSOCIATION UNDERWRITERS. AFHIC POLICY # CAU400355-4 ACCOUNT # COMMUNITY ASSOCIATION UNDERWRITERS POLICY NUMBER CAU400355-4 AFHIC ACCOUNT # 35299 ANNIVERSARY 10/19/2021 EXPIRATION DATE 10/19/2022 DATE RN THIS PORTION WITH YOUR PAYMENT IN THE ENVELOPE PROVIDED. TO ENSURE THAT YOUR ACCOUNT IS PROPERLY CREDITED PLEASE INCLUDE THE COUPON WITH YOUR PAYMENT. ANNIVERSARY DATE DUE DATE 10/19/2021 10/19/2021 PLEASE INDICATE ANY CHANGES IN BILLING ADDRESS Cascade Crest of Lake Stevens Condominium Owners Association C/O PropVivo 2018 156th Avenue NE Bellevue, WA 98007 YEAR 2 PREMIUM $1,389.00 YEAR 2 TOTAL PREMIUM $1,389.00 AMOUNT ENCLOSED DOWN PAYMENT $461.00 YEAR 2 PREMIUM $1,389.00 PAY ELECTRONICALLY AT: https://cauinsure.epaypolicy.com MAKE CHECK PAYABLE AND MAIL TO: Community Association Underwriters P.O. Box 1100 Newtown, PA 18940",notice
64.0,"P.O. Box 1100 Newtown, PA 18940 NOTICE OF CANCELLATION Billing Department Phone: (800) 228-1930 INSURED BILLING ADDRESS NAME INSURED & MAILING ADDRESS PRODUCER NAME & ADDRESS Westwood Village Owners Association Westwood Village Owners Association -- - . ‘ Community Association Underwriters Of America C/O Propvivo, Inc. C/O Propvivo, Inc. 40 Lake Bellevue, Suite 100 7 , = +s 2018 156th Avenue NE 2018 156th Avenue NE Bellevue, WA 98005 Bellevue, WA 98007 Bellevue, WA 98007 14 YOU ARE HEREBY NOTIFIED IN ACCORDANCE WITH THE TERMS AND CONDITIONS OF THE BELOW MENTIONED POLICY THAT YOUR INSURANCE WILL CEASE DUE TO NONPAYMENT OF PREMIUM. THIS POLICY WILL BE CANCELLED EFFECTIVE 9/30/2021 AT 12:01 A.M. LOCAL TIME AT THE MAILING ADDRESS OF THE NAMED INSURED. CANCELLATION CAN BE AVOIDED BY PAYING $6,614.00 PRIOR TO 9/30/2021. Vice President, Underwriting Signature and Title of Authorized Representative ACCOUNT # POLICY # INSURANCE COMPANY LINE OF BUSINESS DATE MAILED 19423 CAU500989-5 AAIC Commercial Package 9/9/2021 RECENT POLICY TRANSACTION HISTORY PROC EFF PRIOR CURRENT AMOUNT DATE DATE TRANSACTION AMOUNT BALANCE BALANCE DUE 08/13/2021 08/15/2021 RENEWAL $19,854.00 $0.00 $19,854.00 $0.00 08/13/2021 08/28/2021 BILLING DOWN PAYMENT $6,614.00 $0.00 $19,854.00 $6,614.00 09/01/2021 09/01/2021 3DAY WARNING- NOC $0.00 $19,854.00 $19,854.00 $6,614.00 09/09/2021 09/30/2021 | CANCELLATION NOTICE $6,614.00 $19,854.00 $19,854.00 $6,614.00 JF YOU HAVE SPECIFIC BILLING QUESTIONS YOU MAY CONTACT OUR BILLING DEPARTMENT AT (800) 228-1930. WRITE YOUR POLICY NUMBER-ON YOUR. CHECK AND MAKE PAYABLE TO: COMMUNITY ASSOCIATION UNDERWRITERS.YOU MAY PAY THE FULL CURRENT BALANCE BY THE DUE DATE TO AVOID FUTURE INSTALLMENT CHARGES. NOTICE OF CANCELLATION AMOUNT ENCLOSED TO ENSURE THAT YOUR ACCOUNT IS PROPERLY CREDITED PLEASE INCLUDE THE COUPON WITH YOUR PAYMENT. ACCOUNT AAIC POL. EFF. REMAINING CURRENT DUE INSTALLMENT NUMBER POLICY NUMBER DATE INSTALLMENTS BALANCE DATE DUE 19423 CAU500989-5 8/15/2021 8 $19,854.00 9/30/2021 $6,614.00 PLEASE INDICATE ANY CHANGES IN BILLING ADDRESS PAY ELECTRONICALLY AT: https://cauinsure.epaypolicy.com MAKE CHECK PAYABLE AND MAIL TO: Community Association Underwriters Westwood Village Owners Association P.O. Box 1100 C/O Propvivo, Inc. ieee ge 2018 156th Avenue NE ewtown, Bellevue, WA 98007 GEN CANC NOT 03/11 A = COMMUNITY ASSOCIATION UNDERWRITERS P.O. Box 1100 Newtown, PA 18940 Billing Department Phone: (800) 228-1930 INSTALLMENT BILL PRODUCER ADDRESS Community Association Underwriters Of America 40 Lake Bellevue, Suite 100 Bellevue, WA 98005 C14 INSURED ADDRESS Sammamish Shores Association C/O Propvivo, Inc. 2018 156th Avenue NE Bellevue, WA 98007 BILLING ADDRESS Sammamish Shores Association C/O Propvivo, Inc. 2018 156th Avenue NE Bellevue, WA 98007 ACCOUNT # POLICY # INSURANCE COMPANY 7868 CAUS12589-4 AAIC RECENT POLICY TRANSACTION HISTORY INVOICE DATE 9/7/2021 LINE OF BUSINESS Commercial Package PROC DATE 07/20/2021 07/20/2021 08/05/2021 08/05/2021 08/05/2021 08/25/2021 09/07/2021 09/07/2021 EFF DATE 07/10/2021 08/04/2021 08/05/2021 09/10/2021 09/10/2021 08/25/2021 10/10/2021 10/10/2021 TRANSACTION RENEWAL BILLING DOWN PAYMENT DOWN PAYMENT SERVICE CHARGE BILLING MISC CASH RECEIVED SERVICE CHARGE BILLING AMOUNT $18,180.00 $6,060.00 ($6,060.00) $8.00 $1,523.00 ($1,515.00) $8.00 $1,531.00 PRIOR BALANCE $0.00 $0.00 $18,180.00 $12,120.00 $12,120.00 $12,128.00 $10,613.00 $10,613.00 CURRENT BALANCE $18,180.00 $18,180.00 $12,120.00 $12,128.00 $12,128.00 $10,613.00 $10,621.00 $10,621.00 AMOUNT DUE $0.00 $6,060.00 $0.00 $0.00 $1,523.00 $8.00 $8.00 $1,531.00 POLICY SUMMARY SINCE LAST STATEMENT CURRENT DUE INSTALLMENT BALANCE DATE DUE $10,621.00 10/10/2021 $1,531.00 CREDITS/ DEBITS/ PAYMENTS PREMIUMS $1,515.00 $8.00 REMAINING PRIOR INSTALLMENTS BALANCE 6 $10,613.00 IF YOU HAVE SPECIFIC BILLING QUESTIONS YOU MAY CONTACT OUR BILLING DEPARTMENT AT (800) 228-1930. WRITE YOUR POLICY NUMBER ON YOUR CHECK AND MAKE PAYABLE TO: COMMUNITY ASSOCIATION UNDERWRITERS.YOU MAY PAY THE FULL CURRENT BALANCE BY THE DUE DATE TO AVOID FUTURE INSTALLMENT CHARGES. INSTALLMENT BILL AMOUNT ENCLOSED A TO ENSURE THAT YOUR ACCOUNT IS PROPERLY CREDITED 7 PLEASE INCLUDE THE COUPON WITH YOUR PAYMENT. eee ASSOCIATION ACCOUNT AAIC POL. EFF. REMAINING NUMBER POLICY NUMBER DATE INSTALLMENTS 7/10/2021 6 CURRENT DUE INSTALLMENT BALANCE DATE DUE $10,621.00 10/10/2021 $1,531.00 7868 CAU512589-4 PAY ELECTRONICALLY AT: https://cauinsure.epaypolicy.com PLEASE INDICATE ANY CHANGES IN BILLING ADDRESS MAKE CHECK PAYABLE AND MAIL TO: Community Association Underwriters P.O. Box 1100 Newtown, PA 18940 Sammamish Shores Association C/O Propvivo, Inc. 2018 156th Avenue NE Bellevue, WA 98007",notice
65.0,"5357444 1023 VUECREST COMMUNITY ASSOCIATION Consent to receive notice by electronic transmission Dear Homeowner, Currently, notifications about matters related to Vuecrest Community Association are being sent out via USPS mail. This creates costs for the Association and can be slow and cumbersome for the homeowners. To simplify notice and save mailing costs, The Board of Directors is asking you to consent to receiving notices electronically. If you consent, please specify the email address we can use for notification. | authorize Vuecrest Community Association to provide notice and send electronic documents relating to the Association via email as an alternative to mailed or hand-delivered notices, pursuant to RCW 64.38 et al and RCW 24.03.009. Name: Sulit Kodnw Email: Kod avu eM Si .CoOMm Lot Number: ay bs ‘Be Kt { ona Mailing Address: Property Address: SOM 6S Chove Signature: This consent shall remain in effect until revoked in writing. | understand that my signature must be authentic and | may either return this signed document to the association by mail or hand delivery or may scan a signed copy or affix an authenticated digital signature to it and return it by email as a PDF file. | understand that if the Association is unable to electronically transmit two consecutive notices to the email address provided and this inability becomes known to the secretary of the Board of Directors or any other person responsible for providing notice that this consent shall be deemed revoked. You can scan the filled-out form and email it to services@propvivo.com or you can mail it to Vuecrest Community Association, c/o PropVIVO 2018 156"" AVE NE, Bellevue WA 98007 We appreciate your help and attention to this matter! For Vuecrest Community Association Board of Directors",notice
66.0,"NOTICE OF REINSTATEMENT ) JF it my | CHUBE M ner 1 N94 Vy Writing Company: ACE PROPERTY AND CASUALTY INSURANCE COMPANY THE RESERVE AT INGLEWOOD HOMEOWNERS ASSO Invoice Date 1621 114TH AVE SE, SUITE 123 NOV 23 2021 C/O NOVA ASSOCIATION MANAGEMENT PARTNERS BELLEVUE, WA 98004 Policyholder THE RESERVE AT INGLEWOOD HOMEO Your CHUBB agent or broker is: Questions? Want to make a payment? THE PARTNERS GROUP LTD Access your account by going to https://commercialservice.chubb.com or contact billing services 1.833.550.9660 Monday through Friday 8AM to 8PM EST POSSSSSIE SE: We have received your payment for the policy shown below. This payment has allowed us to continue your coverage(s) uninterrupted for this policy. Policy: BUSINESS OWNERS 000D96598865 Thank you for insuring with Chubb.",notice
67.0,"5357444 38.3 VUECREST COMMUNITY ASSOCIATION Consent to receive notice by electronic transmission Dear Homeowner, Currently, notifications about matters related to Vuecrest Community Association are being sent out via USPS mail. This creates costs for the Association and can be slow and cumbersome for the homeowners. To simplify notice and save mailing costs, The Board of Directors is asking you to consent to receiving notices electronically. If you consent, please specify the email address we can use for notification. _ | authorize Vuecrest Community Association to provide notice and send electronic documents relating to the Association via email as an alternative to mailed or hand-delivered notices, pursuant to RCW 64.38 et al and RCW 24.03.009. Name: E kya Lee Steul Email: edg av, \ée, S$ tou L@aquini| \ COW Lot Number: Mailing Address: Property Address: Signature: .* be Date: ((-]- 262 This consent shall remain in effect until revoked in writing. | understand that my signature must be authentic and | may either return this signed document to the association by mail or hand delivery or may scan a signed copy or affix an authenticated digital signature to it and return it by email as a PDF file. | understand that if the Association is unable to electronically transmit two consecutive notices to the email address provided and this inability becomes known to the secretary of the Board of Directors or any other person responsible for providing notice that this consent shall be deemed revoked. You can scan the filled-out form and email it to services@propvivo.com or you can mail it to Vuecrest Community Association, c/o PropVIVO 2018 156"" AVE NE, Bellevue WA 98007 We appreciate your help and attention to this matter! For Vuecrest Community Association Board of Directors",notice
